"timesheet_id","employee_id","date","checkin","checkout"
69558203,151191,2020-12-14,"09:00:00","18:00:00"
69558384,208682,2020-12-14,"09:00:00","18:00:00"
69558438,208682,2020-12-11,"09:00:00","19:00:00"
69558503,57649,2020-12-15,"08:00:00","17:00:00"
69558636,9896,2020-12-11,"09:00:00","18:00:00"
69558704,28763,2020-12-14,"09:00:00","18:00:00"
69558771,51311,2020-12-14,"09:00:00","18:00:00"
69558903,208682,2020-12-03,"09:00:00","18:00:00"
69558957,26612,2020-12-01,"09:00:00","18:00:00"
69559019,26612,2020-12-02,"09:00:00","18:00:00"
69559083,57649,2020-12-03,"08:00:00","17:00:00"
69559176,57649,2020-11-27,"08:00:00","17:00:00"
69559248,26612,2020-11-30,"09:00:00","18:00:00"
69559286,57649,2020-12-01,"08:00:00","17:00:00"
69559354,59,2020-12-16,"07:51:34","17:41:11"
69559374,208682,2020-11-30,"09:00:00","18:00:00"
69559575,57649,2020-12-02,"08:00:00","17:00:00"
69559646,208682,2020-11-27,"09:00:00","18:00:00"
69559684,208682,2020-12-02,"09:00:00","18:00:00"
69559792,26612,2020-12-03,"09:00:00","18:00:00"
69559856,208682,2020-12-01,"09:00:00","18:00:00"
69559910,124906,2020-12-14,"09:00:00","18:00:00"
69560030,26612,2020-12-07,"09:00:00","18:00:00"
69560092,30,2020-12-14,"09:00:00","18:00:00"
69560164,57649,2020-12-04,"08:00:00","17:00:00"
69560225,57649,2020-12-08,"08:00:00","17:00:00"
69560273,57649,2020-12-07,"08:00:00","17:00:00"
69560326,26612,2020-12-04,"09:00:00","18:00:00"
69560409,208682,2020-12-04,"09:00:00","18:00:00"
69560482,329501,2020-12-10,"09:00:00","18:00:00"
69560543,57649,2020-12-14,"08:00:00","17:00:00"
69560618,329501,2020-12-11,"09:08:00","18:00:00"
69560684,57649,2020-12-10,"08:00:00","17:00:00"
69560796,57649,2020-11-30,"08:00:00","17:00:00"
69560855,26612,2020-11-27,"09:00:00","18:00:00"
69560922,26,2020-12-14,"09:00:00","18:00:00"
69560979,26,2020-12-11,"09:00:00","18:00:00"
69561021,28754,2020-12-14,"09:00:00","18:00:00"
69561094,15132,2020-12-14,"09:00:00","18:00:00"
69561242,26612,2020-12-08,"09:00:00","18:00:00"
69561353,329501,2020-12-14,"09:00:00","18:00:00"
69565465,117041,2020-12-16,"08:00:56","17:23:46"
69566345,64,2020-12-16,"08:02:16","17:23:38"
69566856,174070,2020-12-16,"08:03:03","17:23:01"
69567385,70,2020-12-16,"08:03:57","17:17:39"
69567402,69,2020-12-16,"08:03:59","17:43:10"
69567763,9908,2020-12-16,"08:04:33","17:23:49"
69569392,251119,2020-12-16,"09:08:14","18:16:05"
69597626,201506,2020-12-16,"09:17:26","17:30:44"
69601150,66,2020-12-16,"08:23:00","18:15:00"
69601171,26,2020-12-16,"09:00:00","18:00:00"
69601199,18,2020-12-16,"10:00:00","19:00:00"
69605126,65,2020-12-16,"09:41:47","18:25:32"
69607966,61,2020-12-16,"10:02:37","19:06:36"
69650452,48508,2020-12-15,"08:24:00","18:24:00"
69650454,48508,2020-12-16,"07:56:00","18:56:00"
69702965,151191,2020-12-15,"09:00:00","18:00:00"
69703056,9896,2020-12-16,"09:00:00","18:00:00"
69703100,30,2020-12-16,"09:00:00","18:00:00"
69703128,173827,2020-12-16,"08:00:00","18:00:00"
69703327,124906,2020-12-16,"08:37:00","18:00:00"
69703465,151191,2020-12-16,"09:00:00","18:00:00"
69703498,9876,2020-12-16,"09:00:00","18:00:00"
69703704,15142,2020-12-16,"09:00:00","18:00:00"
69704001,28754,2020-12-16,"09:00:00","18:00:00"
69704026,329501,2020-12-15,"09:00:00","18:00:00"
69704075,57649,2020-12-16,"08:00:00","17:00:00"
69704123,26612,2020-12-16,"09:00:00","18:00:00"
69704174,28,2020-12-16,"09:00:00","18:00:00"
69712015,62,2020-12-17,"07:55:37",
69715467,9908,2020-12-17,"08:00:21",
69717091,69,2020-12-17,"08:02:42",
69717093,109100,2020-12-17,"08:02:42","21:13:05"
69717212,59,2020-12-17,"08:02:56",
